id_pedido,data,produto,categoria,quantidade,preco_unitario,desconto,faturamento,custo,lucro,regiao,canal,forma_pagamento,status
446,2026-03-22,Secador,Beleza,3,193.03,0.024,565.19,288.79,276.4,Norte,Marketplace,Pix,Concluído
447,2026-03-23,Camiseta,Moda,2,152.27,0.092,276.52,187.63,88.89,Sudeste,Site,Cartão,Concluído
448,2026-03-24,Mouse,Eletrônicos,3,140.02,0.02,411.66,232.98,178.68,Centro-Oeste,Marketplace,Pix,Concluído
449,2026-03-25,Caixa de Som,Eletrônicos,1,574.83,0.113,509.87,307.65,202.22,Centro-Oeste,App,Cartão,Concluído
450,2026-03-26,Air Fryer,Casa,3,490.97,0.099,1327.09,793.2,533.89,Norte,Marketplace,Pix,Concluído
451,2026-03-27,Bolsa,Moda,1,328.77,0.143,281.76,175.59,106.17,Nordeste,App,Cartão,Cancelado
452,2026-03-28,Secador,Beleza,3,230.03,0.01,683.19,484.84,198.35,Sul,Marketplace,Cartão,Concluído
453,2026-03-29,Corda,Esportes,4,151.53,0.009,600.66,447.02,153.64,Norte,Marketplace,Pix,Concluído
454,2026-03-30,Bola,Esportes,4,306.27,0.042,1173.63,671.64,501.99,Sul,Marketplace,Boleto,Concluído
455,2026-03-31,Perfume,Beleza,2,252.82,0.039,485.92,339.3,146.62,Nordeste,App,Cartão,Concluído
456,2026-04-01,Air Fryer,Casa,3,371.88,0.037,1074.36,729.88,344.48,Centro-Oeste,App,Boleto,Concluído
457,2026-04-02,Bola,Esportes,3,38.21,0.136,99.04,61.61,37.43,Sul,Marketplace,Pix,Concluído
458,2026-04-03,Jaqueta,Moda,1,203.56,0.037,196.03,144.44,51.59,Sudeste,Site,Boleto,Concluído
459,2026-04-04,Jogo de Panelas,Casa,2,309.52,0.041,593.66,302.85,290.81,Sudeste,Marketplace,Boleto,Concluído
460,2026-04-05,Tênis,Moda,3,229.47,0.114,609.93,294.46,315.47,Norte,App,Boleto,Cancelado
461,2026-04-06,Mouse,Eletrônicos,2,555.74,0.067,1037.01,732.32,304.69,Nordeste,Marketplace,Boleto,Concluído
462,2026-04-07,Liquidificador,Casa,4,406.17,0.117,1434.59,834.57,600.02,Norte,App,Boleto,Concluído
463,2026-04-08,Garrafa,Esportes,3,224.53,0.01,666.85,469.52,197.33,Norte,App,Cartão,Concluído
464,2026-04-09,Cafeteira,Casa,3,551.88,0.073,1534.78,1101.86,432.92,Norte,App,Cartão,Concluído
465,2026-04-10,Jogo de Panelas,Casa,2,582.18,0.005,1158.54,543.05,615.49,Sudeste,Marketplace,Cartão,Concluído
466,2026-04-11,Liquidificador,Casa,3,522.42,0.009,1553.15,1110.56,442.59,Sudeste,App,Pix,Concluído
467,2026-04-12,Air Fryer,Casa,2,671.98,0.136,1161.18,678.7,482.48,Norte,App,Boleto,Concluído
468,2026-04-13,Jaqueta,Moda,3,58.2,0.021,170.93,103.09,67.84,Sudeste,Marketplace,Cartão,Cancelado
469,2026-04-14,Mouse,Eletrônicos,1,240.54,0.08,221.3,141.18,80.12,Nordeste,App,Pix,Concluído
470,2026-04-15,Hidratante,Beleza,2,43.1,0.062,80.86,58.86,22.0,Norte,Marketplace,Cartão,Concluído
471,2026-04-16,Aspirador,Casa,3,477.91,0.052,1359.18,619.43,739.75,Sudeste,App,Cartão,Concluído
472,2026-04-17,Bola,Esportes,4,317.37,0.135,1098.1,651.23,446.87,Sul,Site,Boleto,Concluído
473,2026-04-18,Cafeteira,Casa,3,223.39,0.003,668.16,438.52,229.64,Norte,Site,Pix,Concluído
474,2026-04-19,Bola,Esportes,4,326.65,0.1,1175.94,784.13,391.81,Norte,App,Boleto,Concluído
475,2026-04-20,Bolsa,Moda,4,77.12,0.145,263.75,173.48,90.27,Nordeste,Site,Boleto,Concluído
476,2026-04-21,Corda,Esportes,1,329.02,0.084,301.38,147.78,153.6,Centro-Oeste,Marketplace,Cartão,Concluído
477,2026-04-22,Hidratante,Beleza,2,184.17,0.141,316.4,170.8,145.6,Centro-Oeste,Site,Boleto,Concluído
478,2026-04-23,Smartwatch,Eletrônicos,3,163.17,0.008,485.59,270.77,214.82,Nordeste,App,Pix,Concluído
479,2026-04-24,Tapete de Yoga,Esportes,1,185.48,0.063,173.79,120.15,53.64,Nordeste,App,Boleto,Concluído
480,2026-04-25,Tapete de Yoga,Esportes,3,112.17,0.039,323.39,172.57,150.82,Nordeste,Marketplace,Boleto,Concluído
481,2026-04-26,Teclado,Eletrônicos,4,313.6,0.11,1116.42,572.96,543.46,Centro-Oeste,App,Boleto,Concluído
482,2026-04-27,Chapinha,Beleza,2,165.99,0.147,283.18,208.77,74.41,Nordeste,Marketplace,Cartão,Concluído
483,2026-04-28,Aspirador,Casa,3,575.91,0.038,1662.08,752.36,909.72,Sudeste,Site,Pix,Concluído
484,2026-04-29,Garrafa,Esportes,3,202.53,0.098,548.05,410.68,137.37,Norte,Site,Cartão,Concluído
485,2026-04-30,Teclado,Eletrônicos,4,335.27,0.03,1300.85,849.52,451.33,Norte,Marketplace,Cartão,Concluído
486,2026-05-01,Calça Jeans,Moda,3,324.65,0.085,891.16,622.51,268.65,Sul,Marketplace,Cartão,Concluído
487,2026-05-02,Caixa de Som,Eletrônicos,3,667.24,0.07,1861.6,1002.26,859.34,Sul,App,Cartão,Concluído
488,2026-05-03,Bolsa,Moda,4,172.68,0.146,589.87,267.97,321.9,Norte,Site,Cartão,Concluído
489,2026-05-04,Secador,Beleza,1,209.56,0.091,190.49,127.89,62.6,Sudeste,Marketplace,Pix,Concluído
490,2026-05-05,Liquidificador,Casa,4,146.79,0.052,556.63,389.78,166.85,Centro-Oeste,Site,Boleto,Concluído
491,2026-05-06,Smartwatch,Eletrônicos,1,228.54,0.017,224.65,151.0,73.65,Centro-Oeste,Marketplace,Cartão,Concluído
492,2026-05-07,Tapete de Yoga,Esportes,2,247.96,0.023,484.51,238.79,245.72,Sudeste,Site,Cartão,Concluído
493,2026-05-08,Chapinha,Beleza,1,114.39,0.034,110.5,74.7,35.8,Centro-Oeste,App,Pix,Concluído
494,2026-05-09,Smartwatch,Eletrônicos,1,510.63,0.038,491.23,334.37,156.86,Nordeste,Site,Pix,Cancelado
495,2026-05-10,Bola,Esportes,2,256.89,0.128,448.02,290.12,157.9,Norte,Site,Boleto,Concluído
496,2026-05-11,Smartwatch,Eletrônicos,1,167.64,0.084,153.56,104.4,49.16,Norte,Site,Pix,Concluído
497,2026-05-12,Tênis,Moda,4,305.29,0.079,1124.69,791.53,333.16,Sudeste,Site,Boleto,Concluído
498,2026-05-13,Fone Bluetooth,Eletrônicos,1,290.38,0.017,285.44,180.99,104.45,Centro-Oeste,Site,Cartão,Concluído
499,2026-05-14,Mouse,Eletrônicos,2,869.6,0.129,1514.84,721.94,792.9,Sul,App,Cartão,Concluído
500,2026-05-15,Teclado,Eletrônicos,4,476.51,0.108,1700.19,1013.8,686.39,Sul,Marketplace,Boleto,Concluído
